State,Area_Name,PCTPOVALL_2015,PCTPOV017_2015,MEDHHINC_2015
OH,Fairfield County,9.1,12.4,61450
OH,Fayette County,16.3,26.2,45068
OH,Franklin County,17.1,24.5,53939
OH,Fulton County,8.5,12.4,58782
OH,Gallia County,21.7,32.4,38738
OH,Geauga County,6.7,8.8,76315
OH,Greene County,12.7,16.2,61250
OH,Guernsey County,18.6,28.7,41630
OH,Hamilton County,16.6,23.1,51070
OH,Hancock County,10.6,14.6,55265
OH,Hardin County,16.5,21.2,44101
OH,Harrison County,15.5,24.3,44221
OH,Henry County,9.4,13.9,56986
OH,Highland County,17.9,27.6,41494
OH,Hocking County,15.7,23.8,43598
OH,Holmes County,10.8,15.7,53540
OH,Huron County,13.1,20.7,48838
OH,Jackson County,20.4,29.2,42828
OH,Jefferson County,17.8,28.5,43306
OH,Knox County,14.8,19.9,50914
OH,Lake County,8.3,12.6,60782
OH,Lawrence County,21,30.1,39698
OH,Licking County,12.6,17.4,59119
OH,Logan County,10.9,17.3,49690
OH,Lorain County,13.5,20.9,52779
OH,Lucas County,19.5,28.9,43136
OH,Madison County,9.3,14,63736
OH,Mahoning County,16.8,26.8,42443
OH,Marion County,18.2,27.7,43529
OH,Medina County,7,8.8,70576
OH,Meigs County,22.8,31.3,38479
OH,Mercer County,7.8,10.6,56124
OH,Miami County,10.7,14,51685
OH,Monroe County,18.3,24.4,41754
OH,Montgomery County,17.7,27,46696
OH,Morgan County,19,29.1,39969
OH,Morrow County,11.3,19.4,52312
OH,Muskingum County,16.5,26.7,43324
OH,Noble County,15,17.8,47714
OH,Ottawa County,9.7,15.3,58793
OH,Paulding County,10.9,17.3,49796
OH,Perry County,18.8,25.9,44738
OH,Pickaway County,12.4,17.6,58472
OH,Pike County,21.4,33.3,39851
OH,Portage County,13.6,16.1,53609
OH,Preble County,12.7,18.9,51042
OH,Putnam County,7.2,8.7,60036
OH,Richland County,15.1,23.4,45273
OH,Ross County,17.8,25.9,45615
OH,Sandusky County,12.2,18.3,49994
OH,Scioto County,23,32.1,37277
OH,Seneca County,13.6,19.8,48617
OH,Shelby County,8.9,13.6,59149
OH,Stark County,13.4,20.2,48976
OH,Summit County,14.4,21.5,51434
OH,Trumbull County,17.6,26.9,42831
OH,Tuscarawas County,13,18,47588
OH,Union County,7.6,8.8,76116
OH,Van Wert County,11.2,15.3,51264
OH,Vinton County,18.9,32.9,41675
OH,Warren County,5.2,6.6,81383
OH,Washington County,15,21.5,44697
OH,Wayne County,11.3,16.9,52717
OH,Williams County,12,17.5,49031
OH,Wood County,11.7,10.9,57390
OH,Wyandot County,8.8,11.7,51109
OK,Oklahoma,16,22,48595
OK,Adair County,28.4,42.7,31572
OK,Alfalfa County,14.6,16.3,52551
OK,Atoka County,23,30.6,34850
OK,Beaver County,11.1,14.1,59544
OK,Beckham County,13.9,18.2,51394
OK,Blaine County,16.3,25.3,43540
OK,Bryan County,18.1,25.9,40875
OK,Caddo County,21.3,27.7,43548
OK,Canadian County,9.8,11.2,63291
OK,Carter County,16.3,23.2,45287
OK,Cherokee County,21.5,28.6,40600
OK,Choctaw County,29.9,40.2,30572
OK,Cimarron County,17,29.6,44023
OK,Cleveland County,11.5,12.8,59417
OK,Coal County,19.4,28.5,38954
OK,Comanche County,15.1,20.7,46821
OK,Cotton County,16.8,23.5,42901
OK,Craig County,18.2,27.4,41119
OK,Creek County,15.7,21.9,47395
OK,Custer County,17.9,20.4,47745
OK,Delaware County,20.5,32.8,38840
OK,Dewey County,13.1,17.8,53004
OK,Ellis County,11.9,17,57524
OK,Garfield County,14.5,20.2,49070
OK,Garvin County,14.2,20.3,46139
OK,Grady County,13.1,17.7,53208
OK,Grant County,11.4,15.4,50729
OK,Greer County,23.7,26.6,36495
OK,Harmon County,23.6,31.8,33144
OK,Harper County,9.8,13.4,52635
OK,Haskell County,18.1,27.7,36888
OK,Hughes County,20.1,28.9,37676
OK,Jackson County,17.2,24.8,44723
OK,Jefferson County,19.9,30,36227
OK,Johnston County,21.4,29.1,38980
OK,Kay County,18.7,27,43373
OK,Kingfisher County,10.6,13.4,59462
OK,Kiowa County,21.1,29.3,37721
OK,Latimer County,19.4,26.9,38313
OK,Le Flore County,19.3,27.4,38261
OK,Lincoln County,14.7,20.5,46976
OK,Logan County,13.1,16.4,57892
OK,Love County,12.4,21.2,45223
OK,McClain County,10.7,14.2,56700
OK,McCurtain County,25.3,32.3,31723
OK,McIntosh County,21.3,31.9,35775
OK,Major County,10.8,13.6,55020
OK,Marshall County,17.1,25.5,41312
OK,Mayes County,18.5,25.9,46373
OK,Murray County,14.4,19.4,45560
OK,Muskogee County,21.1,27.6,40340
OK,Noble County,11.8,17.3,51977
OK,Nowata County,16.4,25.3,43341
OK,Okfuskee County,23.9,31.4,37289
OK,Oklahoma County,16.2,23.5,49750
OK,Okmulgee County,22.5,32.2,39825
OK,Osage County,16.3,23.9,46093
OK,Ottawa County,23,33,36166
OK,Pawnee County,16,23.6,45184
OK,Payne County,22.7,18,41747
OK,Pittsburg County,17,23.3,43257
OK,Pontotoc County,15.4,20.6,44798
OK,Pottawatomie County,17,22.6,43587
OK,Pushmataha County,21.1,30.6,34910
OK,Roger Mills County,10.8,15.5,57063
OK,Rogers County,10,13.8,63263
OK,Seminole County,20.7,30.5,39102
OK,Sequoyah County,24.4,32.7,36718
OK,Stephens County,15.6,21.9,47949
OK,Texas County,11.4,15.8,51092
OK,Tillman County,23.1,30.2,38247
OK,Tulsa County,15.9,22.6,51366
OK,Wagoner County,10.2,14.7,57948
OK,Washington County,13.5,19.7,52056
OK,Washita County,15.8,21.4,49606
OK,Woods County,13.8,15.6,52920
OK,Woodward County,11.8,16.1,60290
OR,Oregon,15.2,19.8,54074
OR,Baker County,15.3,27,40855
OR,Benton County,18.3,15,54773
OR,Clackamas County,9.4,12.3,69523
OR,Clatsop County,13.9,21.5,47340
OR,Columbia County,13.4,16.6,52060
OR,Coos County,18.7,29.8,38934
OR,Crook County,15.9,25.6,45046
OR,Curry County,17.2,27,38126
OR,Deschutes County,13.4,18.2,56911
OR,Douglas County,19.5,30.7,41696
OR,Gilliam County,12.9,17.9,50694
OR,Grant County,16.4,26.4,43105
OR,Harney County,16.3,25.5,40468
OR,Hood River County,11.5,17.9,53726
OR,Jackson County,19.3,25.2,44855
OR,Jefferson County,21.9,31.7,42325
OR,Josephine County,21.9,34.4,40569
OR,Klamath County,19.9,29.4,42384
OR,Lake County,18.6,26.1,39878
OR,Lane County,19,23.1,47254
OR,Lincoln County,17,27.9,41118
OR,Linn County,15.8,22.4,47757
OR,Malheur County,24.9,33.9,37604
OR,Marion County,16.8,24.1,51623
OR,Morrow County,15,22.9,53774
OR,Multnomah County,15.7,18.5,58764
OR,Polk County,13.7,18.1,55342
OR,Sherman County,16.3,20.7,51448
OR,Tillamook County,15.5,25.2,44972
OR,Umatilla County,19.2,26.3,49016
OR,Union County,16.5,21.2,46378
OR,Wallowa County,16.1,26.2,44045
OR,Wasco County,16,24.1,45110
OR,Washington County,10.5,12.3,70417
OR,Wheeler County,21.4,43.6,34157
OR,Yamhill County,13.3,18.1,52806
PA,Pennsylvania,13.1,19.1,55683
PA,Adams County,8.5,13.5,60558
PA,Allegheny County,12.2,16.5,54412
PA,Armstrong County,12.6,19.2,44893
PA,Beaver County,13.1,20.3,50131
PA,Bedford County,13.9,19,45988
PA,Berks County,12.6,19.9,56167
PA,Blair County,15.3,22.5,44880
PA,Bradford County,13,19.8,49367
PA,Bucks County,6.3,7.8,80512
PA,Butler County,9.5,11.3,67892
PA,Cambria County,14.9,21.5,43786
PA,Cameron County,13.3,22.4,42452
PA,Carbon County,11.5,18.8,52121
PA,Centre County,16.1,12.2,55084
PA,Chester County,6,7.4,90555
PA,Clarion County,17.4,21.3,39988
PA,Clearfield County,16.6,26.2,44336
PA,Clinton County,16,22.3,45897
PA,Columbia County,15,18.5,44763
PA,Crawford County,15.3,23.5,45989
PA,Cumberland County,7.3,10.4,63926
PA,Dauphin County,13.6,23.4,54198
PA,Delaware County,10.4,14.4,67184
PA,Elk County,9.3,14.2,47826
PA,Erie County,17.1,26.3,47118
PA,Fayette County,20.1,31.2,40293
PA,Forest County,24.3,46.4,37388
PA,Franklin County,9.4,14.9,56975
PA,Fulton County,11.6,19.4,49378
PA,Greene County,15.1,21.5,50714
PA,Huntingdon County,14.3,20.7,44875
PA,Indiana County,18.2,22.3,45448
PA,Jefferson County,14.6,21.9,45499
PA,Juniata County,12.8,19,50008
PA,Lackawanna County,15.3,22.4,48000
PA,Lancaster County,10.6,15.5,59231
PA,Lawrence County,17.5,26.6,43944
PA,Lebanon County,11.6,17.4,52829
PA,Lehigh County,12.1,19.1,56352
PA,Luzerne County,15.1,23.9,49589
PA,Lycoming County,14.8,23.1,49941
PA,Mc Kean County,16.9,25.6,46039
PA,Mercer County,14.2,24,46319
PA,Mifflin County,15.4,26.4,42296
PA,Monroe County,12.7,17.6,57152
PA,Montgomery County,6.6,7.5,83258
PA,Montour County,9,15.2,57056
PA,Northampton County,8.8,13.4,62129
PA,Northumberland County,13.1,20.2,44221
PA,Perry County,9.6,14.3,54818
PA,Philadelphia County,25.4,38.4,41210
PA,Pike County,10.9,17.1,60436
PA,Potter County,14.3,23.6,41754
PA,Schuylkill County,13,19,45733
PA,Snyder County,11.7,18,49803
PA,Somerset County,14.4,21.8,43608
PA,Sullivan County,13.5,20.7,43844
PA,Susquehanna County,12.6,19.6,50141
PA,Tioga County,13.1,18.9,48186
PA,Union County,12.4,13.6,57862
PA,Venango County,13.5,23.2,44916
PA,Warren County,12.2,22.7,45362
PA,Washington County,10.1,13.8,57622
PA,Wayne County,13.3,20.7,49927
PA,Westmoreland County,11.3,15.5,53422
PA,Wyoming County,11.1,17.7,51797
PA,York County,10.4,15.2,58527
RI,Rhode Island,14.1,20.6,57265
RI,Bristol County,9.3,9.7,75324
RI,Kent County,8.7,12.5,65332
RI,Newport County,11.1,13.8,66096
RI,Providence County,17.2,25.7,50364
RI,Washington County,9.9,11.3,71951
SC,South Carolina,16.8,24.4,47308
SC,Abbeville County,19.1,26.2,35932
SC,Aiken County,18.1,27.1,48012
SC,Allendale County,41,50.6,27089
SC,Anderson County,17.2,25.1,44745
SC,Bamberg County,32.7,43.9,29642
SC,Barnwell County,27.3,38.2,33280
SC,Beaufort County,12.9,21.3,60071
SC,Berkeley County,13,18.7,55876
SC,Calhoun County,21.3,29.4,41277
SC,Charleston County,14.9,22.9,56244
SC,Cherokee County,20.3,29.7,37098
SC,Chester County,25.7,38,35006
SC,Chesterfield County,23.5,33.7,36520
SC,Clarendon County,25.4,38.1,34654
SC,Colleton County,23.1,36.7,33745
SC,Darlington County,21.5,33.4,36719
SC,Dillon County,31.2,42.8,31094
SC,Dorchester County,13.6,18.8,55595
SC,Edgefield County,18.9,27.1,46430
SC,Fairfield County,23,33.4,36622
SC,Florence County,20.3,28.7,41197
SC,Georgetown County,19.3,32,44395
SC,Greenville County,13.8,17.7,52017
SC,Greenwood County,19.1,26.2,42240
SC,Hampton County,23.6,35.1,30772
SC,Horry County,16.7,29.6,47083
SC,Jasper County,23.2,40.1,37231
SC,Kershaw County,15.5,23.3,48233
SC,Lancaster County,14.4,21,47279
SC,Laurens County,18.9,30.7,39731
SC,Lee County,28.3,38.6,31525
SC,Lexington County,13.2,19.1,55413
SC,McCormick County,19.2,35.2,41589
SC,Marion County,24.4,41.1,30528
SC,Marlboro County,28.2,37.9,32485
SC,Newberry County,19.1,28.5,41120
SC,Oconee County,18,25.1,44819
SC,Orangeburg County,24,36.8,37651
SC,Pickens County,18.1,19.4,44091
SC,Richland County,15.8,22.3,51065
SC,Saluda County,18.3,29.6,41409
SC,Spartanburg County,15,21.5,45768
SC,Sumter County,19.6,29.8,41058
SC,Union County,23.2,33.8,35467
SC,Williamsburg County,33.6,43.3,28943
SC,York County,12.5,17.1,57302
SD,South Dakota,13.5,17.7,53263
SD,Aurora County,9.6,12,50392
SD,Beadle County,15.5,21.4,47592
SD,Bennett County,35.1,47,40529
SD,Bon Homme County,14.6,17.1,48900
SD,Brookings County,14.5,11.2,55749
SD,Brown County,10.2,12.6,52065
SD,Brule County,12.7,17.6,50604
SD,Buffalo County,36.8,43.5,22894
SD,Butte County,13.9,20.1,43572
SD,Campbell County,9.5,8.6,49569
SD,Charles Mix County,23.3,34.6,41005
SD,Clark County,12.6,21.1,60544
SD,Clay County,19,17.7,43902
SD,Codington County,10.8,12.4,53073
SD,Corson County,47.4,59.8,31621
SD,Custer County,10.7,17.7,54309
SD,Davison County,13.4,15.1,47591
SD,Day County,14.2,18.1,45131
SD,Deuel County,10,12.4,54087
SD,Dewey County,24.7,32.9,38337
SD,Douglas County,10.4,12.2,51915
SD,Edmunds County,10.7,14.9,56304
SD,Fall River County,14.6,22.6,44065
SD,Faulk County,12.9,14.4,47802
SD,Grant County,9.2,11,51251
SD,Gregory County,18.1,24.9,36150
SD,Haakon County,10.8,14.8,50221
SD,Hamlin County,9,11.4,57278
SD,Hand County,8.5,10.9,52718
SD,Hanson County,8.7,15.3,59508
SD,Harding County,10.2,13.3,57053
SD,Hughes County,10.8,13.3,60582
SD,Hutchinson County,12.3,18.2,49558
SD,Hyde County,11.1,14.9,49820
SD,Jackson County,32.5,45.2,36308
SD,Jerauld County,13.7,19.9,49054
SD,Jones County,13.5,22.6,47362
SD,Kingsbury County,9.5,12.2,54543
SD,Lake County,10.1,11.7,55300
SD,Lawrence County,12.9,16,51553
SD,Lincoln County,4.3,4.8,77540
SD,Lyman County,22.7,35.2,39527
SD,McCook County,9.5,13.7,56382
SD,McPherson County,15.7,22.5,43859
SD,Marshall County,12.3,21.3,50216
SD,Meade County,9.9,13.2,55515
SD,Mellette County,35.6,44.2,34241
SD,Miner County,10.8,14.3,47970
SD,Minnehaha County,12.2,14.5,55605
SD,Moody County,10.7,14.6,54729
SD,Oglala Lakota County,44.2,47,30391
SD,Pennington County,12.2,18.4,52217
SD,Perkins County,13.1,15,44132
SD,Potter County,10,13,54655
SD,Roberts County,20,29,42744
SD,Sanborn County,11.9,18.1,49638
SD,Spink County,12.1,15.2,46504
SD,Stanley County,8.3,11,62015
SD,Sully County,6.9,8.6,58230
SD,Todd County,44,52.3,29193
SD,Tripp County,17.7,25.9,48289
SD,Turner County,10,9.6,54134
SD,Union County,6.3,7,74439
SD,Walworth County,14.8,20.3,44480
SD,Yankton County,13.6,14.5,48991
SD,Ziebach County,47.1,54,33239
TN,Tennessee,16.7,24.1,47243
TN,Anderson County,19.7,30,44488
TN,Bedford County,17,24.7,44734
TN,Benton County,20.5,32.2,36201
TN,Bledsoe County,26.1,34.5,39730
TN,Blount County,13.1,19.3,49532
TN,Bradley County,18.1,23.8,43772
TN,Campbell County,26.2,39.4,33092
TN,Cannon County,16.4,23.4,43864
TN,Carroll County,21.1,31.1,38412
TN,Carter County,23.6,33.1,35053
TN,Cheatham County,10.6,16.3,56447
TN,Chester County,19,26.5,43452
TN,Claiborne County,21.6,33.1,35193
TN,Clay County,23.7,34.8,32750
TN,Cocke County,26.4,40.1,31355
TN,Coffee County,15.9,24.2,44452
TN,Crockett County,19.1,25.8,38474
TN,Cumberland County,16.7,27.5,39472
TN,Davidson County,17.1,26.5,51999
TN,Decatur County,19.4,28.7,38771
TN,DeKalb County,20.2,30.9,43804
TN,Dickson County,16.4,23.3,47621
TN,Dyer County,22.5,31.3,43391
TN,Fayette County,13.8,21.5,56710
TN,Fentress County,25.7,36.3,31824
TN,Franklin County,15,21.7,47286
TN,Gibson County,15.7,23.4,40789
TN,Giles County,16.1,24.3,42207
TN,Grainger County,18.7,27.9,38103
TN,Greene County,18,25.2,36309
TN,Grundy County,26.1,36.6,33595
TN,Hamblen County,19,26.3,39566
TN,Hamilton County,15.2,21.7,48943
TN,Hancock County,30.1,44.3,27987
TN,Hardeman County,24.2,31.1,37729
TN,Hardin County,22.7,31.9,36765
TN,Hawkins County,21.2,30.6,38708
TN,Haywood County,22.5,33.1,35216
TN,Henderson County,17.5,25,41328
TN,Henry County,19.1,30.8,38328
TN,Hickman County,20.4,29.3,39682
TN,Houston County,19.5,29.9,39999
TN,Humphreys County,15.9,25.2,43657
TN,Jackson County,23.6,34.2,34651
TN,Jefferson County,16.8,25.6,42669
TN,Johnson County,27.2,34.9,33402
TN,Knox County,15.6,19.8,52136
TN,Lake County,43.1,47.9,29908
TN,Lauderdale County,26.2,35.1,34715
TN,Lawrence County,18.9,28.7,40076
TN,Lewis County,17.9,29.7,38198
TN,Lincoln County,16,25.3,43694
TN,Loudon County,13.5,22,52787
TN,McMinn County,23,31.6,39207
TN,McNairy County,18.9,27.6,37337
TN,Macon County,18.5,30,37865
TN,Madison County,18.1,28.8,46694
TN,Marion County,19,28.5,41090
TN,Marshall County,13.8,20.5,46788
TN,Maury County,13.2,19.4,50868
TN,Meigs County,20.2,30.2,41061
TN,Monroe County,18.6,28.9,37867
TN,Montgomery County,13.4,18.4,49603
TN,Moore County,11.8,18.8,52911
TN,Morgan County,21.2,29.4,46067
TN,Obion County,19.5,27.3,39946
TN,Overton County,17.5,26.2,36316
TN,Perry County,22.3,33.6,34445
TN,Pickett County,18.9,29.3,34714
TN,Polk County,18.4,28.3,38923
TN,Putnam County,19.7,23.8,40629
TN,Rhea County,23.3,32.8,39863
TN,Roane County,17.6,25.2,43939
TN,Robertson County,12.3,18.4,53413
TN,Rutherford County,11.1,13.5,60022
TN,Scott County,25.5,34.2,33254
TN,Sequatchie County,18.7,28.6,43207
TN,Sevier County,14.6,23.5,41987
TN,Shelby County,20.2,31.4,46998
TN,Smith County,18.1,25.2,44556
TN,Stewart County,15.5,25.2,44266
TN,Sullivan County,16.4,24.6,42277
TN,Sumner County,10.1,13.9,59816
TN,Tipton County,14.4,21,54077
TN,Trousdale County,16.2,24.7,47531
TN,Unicoi County,19.2,27.5,36641
TN,Union County,23.9,33.9,36878
TN,Van Buren County,18.9,30.9,39348
TN,Warren County,21.2,30.1,39357
TN,Washington County,17.2,22.1,45261
TN,Wayne County,25.4,32.5,34895
TN,Weakley County,18.2,24.6,38025
TN,White County,18.2,28.4,38649
TN,Williamson County,5,5.3,104367
TN,Wilson County,8.4,11.7,65372
TX,Texas,15.9,22.9,55668
TX,Anderson County,21,26.9,43062
TX,Andrews County,10.4,13.4,72184
TX,Angelina County,17.9,27.6,45428
TX,Aransas County,18.2,32.9,41560
TX,Archer County,9.5,12.8,60414
TX,Armstrong County,10.4,14.3,55198
TX,Atascosa County,20.4,29.9,49047
TX,Austin County,12.7,18.9,57960
TX,Bailey County,15.8,26,38299
TX,Bandera County,13.3,23.8,53662
TX,Bastrop County,12.7,21.7,56866
TX,Baylor County,17.4,28.4,38231
TX,Bee County,23.4,29,42540
TX,Bell County,15.9,23,48894
TX,Bexar County,15.6,22.2,52230
TX,Blanco County,10.9,18.2,53449
TX,Borden County,10.2,14.5,63358
TX,Bosque County,15,24.6,47135
TX,Bowie County,18.6,26.2,42515
TX,Brazoria County,10.6,13.5,71230
TX,Brazos County,24,19.7,44767
TX,Brewster County,14.8,21.9,41785
TX,Briscoe County,16.6,30.4,42261
TX,Brooks County,31.7,46.5,30124
TX,Brown County,18.2,25.7,41981
TX,Burleson County,15.5,24.7,50113
TX,Burnet County,13.2,22.3,53086
TX,Caldwell County,17.8,25.2,46093
TX,Calhoun County,16.8,26.2,50873
TX,Callahan County,13,21,44450
TX,Cameron County,32,45.9,34044
TX,Camp County,18.8,30.6,40768
TX,Carson County,8.5,11.2,61083
TX,Cass County,20,29.4,39274
TX,Castro County,18.8,28.8,43372
TX,Chambers County,9.6,12,77282
TX,Cherokee County,19,27.6,41355
TX,Childress County,22.3,27.5,37732
TX,Clay County,12.3,18.9,51234
TX,Cochran County,22.5,34.7,39398
TX,Coke County,13.5,21.3,42498
TX,Coleman County,20,33.6,35922
TX,Collin County,6.6,8.2,86823
TX,Collingsworth County,19,32.1,38775
TX,Colorado County,14.5,23.6,47783
TX,Comal County,8.3,12.7,68362
TX,Comanche County,16.8,27.2,41155
TX,Concho County,26.4,25.5,39945
TX,Cooke County,13.2,20.5,54534
TX,Coryell County,16,24,45989
TX,Cottle County,21.4,36.1,35602
TX,Crane County,9.6,12.8,65883
TX,Crockett County,12.9,18.6,53903
TX,Crosby County,22.8,34.8,34562
TX,Culberson County,23.9,37.2,35192
TX,Dallam County,12,17.7,47559
TX,Dallas County,17.9,26.5,51824
TX,Dawson County,21.9,29.5,42589
TX,Deaf Smith County,19.4,28.1,45713
TX,Delta County,18.5,28.4,42846
TX,Denton County,8,9,75898
TX,DeWitt County,19.2,27.2,47365
TX,Dickens County,22.2,29.2,39169
TX,Dimmit County,24.4,34.5,40040
TX,Donley County,20.2,32.8,36862
TX,Duval County,25.4,37.4,36986
TX,Eastland County,18.1,27.9,41944
TX,Ector County,12.6,17.4,62519
TX,Edwards County,22.2,39.6,37567
TX,Ellis County,10.9,15.6,66811
TX,El Paso County,20.3,29.4,43101
TX,Erath County,17.7,21.1,45663
TX,Falls County,23.9,32.7,37912
TX,Fannin County,16.4,23,43733
TX,Fayette County,12,17.9,53173
TX,Fisher County,15.2,22.6,43082
TX,Floyd County,21.8,36.4,36859
TX,Foard County,17.8,28.2,36466
TX,Fort Bend County,7,9.7,95117
TX,Franklin County,16.4,27,43569
TX,Freestone County,15.8,21.9,48057
TX,Frio County,29.3,35.8,38809
TX,Gaines County,13.3,20.1,53297
TX,Galveston County,14,19.1,66173
TX,Garza County,26.8,27.3,54606
TX,Gillespie County,10.4,18,54180
TX,Glasscock County,7.8,10.5,74854
TX,Goliad County,14.1,21.2,52612
TX,Gonzales County,16.4,25.6,43519
TX,Gray County,13,17.8,49415
TX,Grayson County,15.2,22.6,48164
TX,Gregg County,17,23.4,48561
TX,Grimes County,17.8,25.3,44226
TX,Guadalupe County,10.3,14.5,64252
TX,Hale County,20.3,29.4,41999
TX,Hall County,25.5,39.8,32158
TX,Hamilton County,15.4,25.8,46181
TX,Hansford County,11.7,16.9,55215
TX,Hardeman County,18,29.7,38154
TX,Hardin County,11.8,16.3,56201
TX,Harris County,16.6,25.3,56670
TX,Harrison County,18.5,26.9,46593
TX,Hartley County,9.9,10.1,66231
TX,Haskell County,22.3,30.6,36085
TX,Hays County,13.6,14.1,61121
TX,Hemphill County,8.6,13.1,71177
TX,Henderson County,16.2,26.8,44944
TX,Hidalgo County,31.1,42.9,35441
TX,Hill County,17.8,29.2,44965
TX,Hockley County,15.9,22.6,48768
TX,Hood County,9.8,18,61371
TX,Hopkins County,15.9,24.4,43284
TX,Houston County,27,35.7,37536
TX,Howard County,19.1,23.1,47148
TX,Hudspeth County,25,38.4,33048
TX,Hunt County,16.5,23.1,46632
TX,Hutchinson County,14.2,19.8,53085
TX,Irion County,7.9,11.2,64777
TX,Jack County,17.1,21,51711
TX,Jackson County,13.6,19,53667
TX,Jasper County,15.7,24.8,46541
TX,Jeff Davis County,13.3,35.9,47654
TX,Jefferson County,16.9,23.6,47620
TX,Jim Hogg County,23.2,33.9,36048
TX,Jim Wells County,22.1,30.9,43028
TX,Johnson County,11.4,17.2,58685
TX,Jones County,21.4,25.1,41871
TX,Karnes County,20,25.7,47129
TX,Kaufman County,13.1,15.8,60438
TX,Kendall County,8,11.7,79108
TX,Kenedy County,16.5,26.5,40082
TX,Kent County,11.3,18.1,45338
TX,Kerr County,14.3,26.7,47389
TX,Kimble County,20,37,37448
TX,King County,11,16.2,69588
TX,Kinney County,20.6,26.5,40840
TX,Kleberg County,24.3,33,40066
TX,Knox County,19.2,31.7,43238
TX,Lamar County,18.8,28.9,39433
TX,Lamb County,21.8,31.6,41807
TX,Lampasas County,13.9,22.7,50985
TX,La Salle County,27.9,33.3,42500
TX,Lavaca County,12.2,17.4,49752
TX,Lee County,12.4,18.2,54747
TX,Leon County,13.8,21.4,47740
TX,Liberty County,15.8,22.4,53552
TX,Limestone County,19.1,28.9,40655
TX,Lipscomb County,9.7,11.2,60955
TX,Live Oak County,15.8,21.7,53184
TX,Llano County,14.8,27.3,46366
TX,Loving County,14.3,28.6,59499
TX,Lubbock County,20.1,24.3,47139
TX,Lynn County,20.5,31.1,38922
TX,McCulloch County,18.6,29.2,39900
TX,McLennan County,19.9,26.9,46264
TX,McMullen County,10,15.8,60709
TX,Madison County,19.2,26.1,40857
TX,Marion County,23.4,36.4,35152
TX,Martin County,11.4,16.2,60815
TX,Mason County,13.8,23.3,45340
TX,Matagorda County,20.5,30.9,45073
TX,Maverick County,23.9,32.2,34687
TX,Medina County,14.8,21.4,52831
TX,Menard County,20.8,38.2,34308
TX,Midland County,8.9,13.1,79829
TX,Milam County,16.9,27.5,46433
TX,Mills County,16.6,26.1,40958
TX,Mitchell County,19.7,24.9,41977
TX,Montague County,15.2,22.1,49653
TX,Montgomery County,10.1,13.9,72428
TX,Moore County,14.4,20.3,49345
TX,Morris County,19.5,31.6,37236
TX,Motley County,17,28.6,40575
TX,Nacogdoches County,24.5,30.9,39556
TX,Navarro County,19.6,27.9,41047
TX,Newton County,21.2,28.1,40345
TX,Nolan County,20,30.6,40052
TX,Nueces County,19.9,30.6,50188
TX,Ochiltree County,8.8,13.3,67136
TX,Oldham County,13.4,29.2,53797
TX,Orange County,16.1,22.6,51156
TX,Palo Pinto County,18.6,27.8,42932
TX,Panola County,15.1,20.9,50057
TX,Parker County,9.4,13.7,67545
TX,Parmer County,14.5,21.1,46827
TX,Pecos County,18.1,23.6,45839
TX,Polk County,17.2,28.8,42746
TX,Potter County,22.4,31.8,40353
TX,Presidio County,22.4,32.3,33218
TX,Rains County,14.4,26.8,46698
TX,Randall County,8.5,12,62080
TX,Reagan County,8.8,11.9,65948
TX,Real County,19.4,34.6,34031
TX,Red River County,20.2,31,36347
TX,Reeves County,19.3,24.2,44470
TX,Refugio County,15.4,22.9,45562
TX,Roberts County,6.7,8.7,71859
TX,Robertson County,16.6,28.8,53635
TX,Rockwall County,6,8.2,92150
TX,Runnels County,18.5,25.4,39404
TX,Rusk County,16.6,22.3,49347
TX,Sabine County,19.7,33.7,36813
TX,San Augustine County,24.3,37.3,33156
TX,San Jacinto County,18.1,30.1,42371
TX,San Patricio County,15.5,23.3,52952
TX,San Saba County,18.9,29.2,42559
TX,Schleicher County,13.4,21.9,53886
TX,Scurry County,12.7,18.1,57385
TX,Shackelford County,13.1,19.4,51685
TX,Shelby County,19.8,29,41519
TX,Sherman County,12.8,18.7,54010
TX,Smith County,16,23.2,49364
TX,Somervell County,12.1,17.7,58040
TX,Starr County,30.9,42.5,28292
TX,Stephens County,18.2,27.7,45410
TX,Sterling County,11.6,17.5,62759
TX,Stonewall County,14.5,21.2,45928
TX,Sutton County,12.5,18.4,60310
TX,Swisher County,21.6,34,40584
TX,Tarrant County,13.1,18.4,60735
TX,Taylor County,14.8,21.7,47388
TX,Terrell County,16.7,21.8,43815
TX,Terry County,22.5,32.2,43357
TX,Throckmorton County,13.6,26.9,43225
TX,Titus County,20.1,28.8,41538
TX,Tom Green County,15.6,21.7,47756
TX,Travis County,13.2,17.8,65244
TX,Trinity County,19.5,32.8,37213
TX,Tyler County,19.9,25.1,40820
TX,Upshur County,15.5,23.6,45494
TX,Upton County,13.5,18.2,57085
TX,Uvalde County,20.7,33.4,37700
TX,Val Verde County,22.1,31.8,42465
TX,Van Zandt County,15.9,22.3,47252
TX,Victoria County,13.6,20.7,55406
TX,Walker County,22.7,24.9,41429
TX,Waller County,16,21.9,50746
TX,Ward County,12.8,17.8,57570
TX,Washington County,14.5,20,51879
TX,Webb County,30.5,41.9,39237
TX,Wharton County,17.2,24.9,45198
TX,Wheeler County,12.9,19,51114
TX,Wichita County,18.9,26.3,45430
TX,Wilbarger County,16.5,25,43073
TX,Willacy County,35.4,43,30287
